seq_name,fps,duration,w,h,bitrate,codec,preset,vmaf,psnr_y,float_ssim,real,user,sys,actual_bitrate
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,20000,libsvtav1,2,88.37327858931562,37.19137355258765,0.979938066777964,15:40.22,3607.67,10.96,21007.09
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,24000,libsvtav1,2,91.2164782854758,37.9308351552588,0.984105312186978,16:42.36,3854.32,11.12,25480.72
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,28000,libsvtav1,2,93.10836302838064,38.540934161936555,0.9868520166944901,17:13.98,3972.76,10.73,29872.87
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,32000,libsvtav1,2,94.31397008180296,39.02577192487478,0.9886856477462451,17:52.53,4121.51,11.05,33794.54
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,36000,libsvtav1,2,95.53359847245412,39.57512284641068,0.9905369599332214,18:26.98,4258.16,10.66,38374.09
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,40000,libsvtav1,2,96.3721205158598,40.057841505843065,0.9918450183639398,19:37.84,4535.31,12.27,42866.7
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,8000,libsvtav1,2,71.28947096828045,34.23151980467445,0.9507591619365611,16:39.74,3841.54,13.43,8455.45
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,12000,libaom-av1,1,80.23560251419028,35.991207088480806,0.9650120417362268,4:03:17,42164.33,8.91,13573.59
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,16000,libaom-av1,1,85.44062755592655,36.9273903088481,0.9737201168614352,4:41:25,49657.07,13.48,17901.82
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,20000,libaom-av1,1,89.27795921535895,37.736988759599356,0.9798561936560934,5:15:28,55952.20,8.83,22434.65
water_netflix_1080p,59.94006309148264984227,9.993316,1920,1080,24000,libaom-av1,1,92.1118477579298,38.4788979682805,0.9843044357262111,7:23:25,68687.15,9.18,27510.32
